english,ipa,audio
snapweed,snˈæpwiːd,assets_small\snapweed.wav
snowplows,snˈoʊplaʊz,assets_small\snowplows.wav
snoke,snˈoʊk,assets_small\snoke.wav
snuffer,snˈʌfɚ,assets_small\snuffer.wav
snibbed,snˈɪbd,assets_small\snibbed.wav
snoozled,snˈuːzəld,assets_small\snoozled.wav
snicks,snˈɪks,assets_small\snicks.wav
snappishness,snˈæpɪʃnəs,assets_small\snappishness.wav
snowmelts,snˈoʊmɛlts,assets_small\snowmelts.wav
soffits,sˈɑːfɪts,assets_small\soffits.wav
somewheres,sˈʌmwɛɹz,assets_small\somewheres.wav
sociologies,sˌoʊsɪˈɑːlədʒiz,assets_small\sociologies.wav
soaked,sˈoʊkt,assets_small\soaked.wav
sowle,sˈoʊəl,assets_small\sowle.wav
sorings,sˈoːɹɪŋz,assets_small\sorings.wav
sobber,sˈɑːbɚ,assets_small\sobber.wav
soldiership,sˈoʊldʒɚʃˌɪp,assets_small\soldiership.wav
sortments,sˈɔːɹtmənts,assets_small\sortments.wav
spoonbill,spˈuːnbɪl,assets_small\spoonbill.wav
spawners,spˈɔːnɚz,assets_small\spawners.wav
sportscasters,spˈoːɹtskæstɚz,assets_small\sportscasters.wav
spurt,spˈɜːt,assets_small\spurt.wav
springhalts,spɹˈɪŋhɔlts,assets_small\springhalts.wav
spirituals,spˈɪɹɪtʃˌuːəlz,assets_small\spirituals.wav
springhalt,spɹˈɪŋhɔlt,assets_small\springhalt.wav
spersing,spˈɜːsɪŋ,assets_small\spersing.wav
spiritednesses,spˈɪɹaɪtdnəsᵻz,assets_small\spiritednesses.wav
squeak,skwˈiːk,assets_small\squeak.wav
squashily,skwˈɑːʃili,assets_small\squashily.wav
squishiness,skwˈɪʃinəs,assets_small\squishiness.wav
squireages,skwˈaɪɚɹɪdʒᵻz,assets_small\squireages.wav
squill,skwˈɪl,assets_small\squill.wav
squanderings,skwˈɑːndɚɹɪŋz,assets_small\squanderings.wav
squiralty,skwˈɜːɹəlɾi,assets_small\squiralty.wav
squattering,skwˈɑːɾɚɹɪŋ,assets_small\squattering.wav
squitch,skwˈɪtʃ,assets_small\squitch.wav
sraddha,ˈɛsɹˈædə,assets_small\sraddha.wav
sradha,ˈɛsɹˈædhə,assets_small\sradha.wav
sradhas,ˈɛsɹˈædhəz,assets_small\sradhas.wav
sraddhas,ˈɛsɹˈædəz,assets_small\sraddhas.wav
stealt,stˈɛlt,assets_small\stealt.wav
steepling,stˈiːplɪŋ,assets_small\steepling.wav
strinkle,stɹˈɪŋkəl,assets_small\strinkle.wav
structuralises,stɹˈʌktʃɚɹəlˌaɪzᵻz,assets_small\structuralises.wav
stationeries,stˈeɪʃənˌɛɹiz,assets_small\stationeries.wav
stiffenings,stˈɪfənɪŋz,assets_small\stiffenings.wav
stades,stˈeɪdz,assets_small\stades.wav
strongly,stɹˈɔŋli,assets_small\strongly.wav
stylitisms,stˈaɪlɪtˌɪzəmz,assets_small\stylitisms.wav
succory,sˈʌkɚɹi,assets_small\succory.wav
subahdaries,sˈʌbɑːdɚɹiz,assets_small\subahdaries.wav
successlessly,səksˈɛsləsli,assets_small\successlessly.wav
surmountable,sɚmˈaʊntəbəl,assets_small\surmountable.wav
superiors,suːpˈiəɹɪɚz,assets_small\superiors.wav
succentor,səksˈɛntoːɹ,assets_small\succentor.wav
subniveal,sˈʌbnɪvˌiəl,assets_small\subniveal.wav
subdeaconries,sˈʌbdiːkˌɑːnɹiz,assets_small\subdeaconries.wav
suppositious,səpəzˈɪʃəs,assets_small\suppositious.wav
svedberg,svˈɛdbɜːɡ,assets_small\svedberg.wav
svedbergs,svˈɛdbɜːɡz,assets_small\svedbergs.wav
svarabhakti,svˈæɹɐbhˌækti,assets_small\svarabhakti.wav
svastika,svˈæstɪkə,assets_small\svastika.wav
svelte,svˈɛlt,assets_small\svelte.wav
sveltely,svˈɛltli,assets_small\sveltely.wav
svelteness,svˈɛltnəs,assets_small\svelteness.wav
svaraj,svˈæɹædʒ,assets_small\svaraj.wav
svarajes,svˈæɹədʒz,assets_small\svarajes.wav
swaining,swˈeɪnɪŋ,assets_small\swaining.wav
swelldom,swˈɛldəm,assets_small\swelldom.wav
swarmer,swˈɔːɹmɚ,assets_small\swarmer.wav
swingers,swˈɪŋɡɚz,assets_small\swingers.wav
swipiest,swˈaɪpiɪst,assets_small\swipiest.wav
swage,swˈædʒ,assets_small\swage.wav
swellings,swˈɛlɪŋz,assets_small\swellings.wav
swithered,swˈɪðɚd,assets_small\swithered.wav
swimmiest,swˈɪmɪɪst,assets_small\swimmiest.wav
syncretism,sˈɪŋkɹɪtˌɪzəm,assets_small\syncretism.wav
syncretizations,sˌɪŋkɹɪɾᵻzˈeɪʃənz,assets_small\syncretizations.wav
syped,sˈaɪpt,assets_small\syped.wav
symposiac,sɪmpˈoʊsiˌæk,assets_small\symposiac.wav
synthesizes,sˈɪnθɪsˌaɪzᵻz,assets_small\synthesizes.wav
sycamores,sˈɪkɐmˌoːɹz,assets_small\sycamores.wav
symmetral,sˈɪmɛtɹəl,assets_small\symmetral.wav
syllabary,sˈɪlɐbˌɛɹi,assets_small\syllabary.wav
syntonise,sˈɪntənˌaɪz,assets_small\syntonise.wav
taxis,tˈæksiz,assets_small\taxis.wav
tachometer,tækˈɑːmɪɾɚ,assets_small\tachometer.wav
tapestrying,tˈæpᵻstɹiɪŋ,assets_small\tapestrying.wav
tabernacle,tˈæbɚnəkəl,assets_small\tabernacle.wav
tappet,tˈæpɪt,assets_small\tappet.wav
tainting,tˈeɪntɪŋ,assets_small\tainting.wav
taxmen,tˈæksmɛn,assets_small\taxmen.wav
tasseling,tˈæsəlɪŋ,assets_small\tasseling.wav
tattie,tˈæɾi,assets_small\tattie.wav
tchotchke,tˈiːtʃˈɑːtʃk,assets_small\tchotchke.wav
tchicked,tˈiːtʃˈɪkt,assets_small\tchicked.wav
tchicking,tˈiːtʃˈɪkɪŋ,assets_small\tchicking.wav
tchicks,tˈiːtʃˈɪks,assets_small\tchicks.wav
tchotchkes,tˈiːtʃˈɑːtʃks,assets_small\tchotchkes.wav
tchick,tˈiːtʃˈɪk,assets_small\tchick.wav
tchoukball,tˈiːtʃˈaʊkbɔːl,assets_small\tchoukball.wav
tchoukballs,tˈiːtʃˈaʊkbɔːlz,assets_small\tchoukballs.wav
testudos,tɛstˈuːdoʊz,assets_small\testudos.wav
termor,tˈɜːmɚ,assets_small\termor.wav
terroristic,tˌɛɹɚɹˈɪstɪk,assets_small\terroristic.wav
tenebrae,tˈɛnɪbɹˌiː,assets_small\tenebrae.wav
terraceless,tˈɛɹɪsləs,assets_small\terraceless.wav
terricoles,tˈɛɹɪkˌoʊlz,assets_small\terricoles.wav
temperamentful,tˈɛmpɹəməntfəl,assets_small\temperamentful.wav
telegraphic,tˌɛlᵻɡɹˈæfɪk,assets_small\telegraphic.wav
tensive,tˈɛnsɪv,assets_small\tensive.wav
thrilled,θɹˈɪld,assets_small\thrilled.wav
thermodynamicist,θˌɜːmoʊdaɪnˈæmɪsˌɪst,assets_small\thermodynamicist.wav
thread,θɹˈɛd,assets_small\thread.wav
thievishnesses,θˈiːvɪʃnəsᵻz,assets_small\thievishnesses.wav
thermalise,θˈɜːməlˌaɪz,assets_small\thermalise.wav
thaumatin,θˈɔːmɐtˌɪn,assets_small\thaumatin.wav
thowels,θˈaʊəlz,assets_small\thowels.wav
thigging,θˈɪɡɪŋ,assets_small\thigging.wav
theosoph,θiːəsˈɑːf,assets_small\theosoph.wav
tiddley,tˈɪdli,assets_small\tiddley.wav
timelines,tˈaɪmlaɪnz,assets_small\timelines.wav
tirled,tˈɜːld,assets_small\tirled.wav
tirewomen,tˈaɪɚwɪmˌɪn,assets_small\tirewomen.wav
timbrophilist,tˈɪmbɹəfˌɪlɪst,assets_small\timbrophilist.wav
titaniums,taɪtˈeɪniəmz,assets_small\titaniums.wav
tissuing,tˈɪʃuːɪŋ,assets_small\tissuing.wav
ticktock,tˈɪktɑːk,assets_small\ticktock.wav
timeouts,tˈaɪmaʊts,assets_small\timeouts.wav
tjantings,tˈiːdʒˈæntɪŋz,assets_small\tjantings.wav
tjanting,tˈiːdʒˈæntɪŋ,assets_small\tjanting.wav
tmeses,tˈiːmˈɛsiːz,assets_small\tmeses.wav
tmesis,tˈiːmˈiːsɪs,assets_small\tmesis.wav
toothfuls,tˈuːθfəlz,assets_small\toothfuls.wav
toyos,tˈɔɪoʊz,assets_small\toyos.wav
torpedoers,tˈoːɹpɪdˌuːɚz,assets_small\torpedoers.wav
topagnosis,tˌɑːpɐɡnˈoʊsɪs,assets_small\topagnosis.wav
toothworts,tˈuːθwoːɹts,assets_small\toothworts.wav
tongued,tˈʌŋd,assets_small\tongued.wav
touching,tˈʌtʃɪŋ,assets_small\touching.wav
tonks,tˈɔŋks,assets_small\tonks.wav
tousy,tˈaʊsi,assets_small\tousy.wav
trophies,tɹˈoʊfiz,assets_small\trophies.wav
tritanopes,tɹˈaɪtɐnˌoʊps,assets_small\tritanopes.wav
trachomatous,tɹˌækəmˈæɾəs,assets_small\trachomatous.wav
transvestists,tɹænsvˈɛstɪsts,assets_small\transvestists.wav
transepts,tɹænsˈɛpts,assets_small\transepts.wav
translucent,tɹænslˈuːsənt,assets_small\translucent.wav
trioses,tɹˈaɪoʊsᵻz,assets_small\trioses.wav
triglot,tɹˈɪɡlɑːt,assets_small\triglot.wav
transpierced,tɹænspˈɪɹst,assets_small\transpierced.wav
tsesarevitch,tsˈɛsɛɹvˌɪtʃ,assets_small\tsesarevitch.wav
tsessebes,tsˈɛsɛbz,assets_small\tsessebes.wav
tsantsas,tsˈæntsəz,assets_small\tsantsas.wav
tsesarevna,tsˈɛsɛɹvnə,assets_small\tsesarevna.wav
tsaritzas,tsˈɑːɹɹɪtsəz,assets_small\tsaritzas.wav
tsorriss,tsˈɔɹɪs,assets_small\tsorriss.wav
tsouris,tsˈaʊɚɹˌɪs,assets_small\tsouris.wav
tsaritsa,tsˈɑːɹɹɪtsə,assets_small\tsaritsa.wav
tsuba,tsˈuːbə,assets_small\tsuba.wav
turgite,tˈɜːdʒaɪt,assets_small\turgite.wav
tupik,tˈuːpɪk,assets_small\tupik.wav
tufty,tˈʌfti,assets_small\tufty.wav
tuskar,tˈʌskɑːɹ,assets_small\tuskar.wav
tubularly,tˈuːbjʊlɚli,assets_small\tubularly.wav
tuberculized,tˈuːbɚkˌʌlaɪzd,assets_small\tuberculized.wav
tuggers,tˈʌɡɚz,assets_small\tuggers.wav
turnagains,tˈɜːnɐɡˌeɪnz,assets_small\turnagains.wav
tumbrel,tˈʌmbɹəl,assets_small\tumbrel.wav
twinkled,twˈɪŋkəld,assets_small\twinkled.wav
twinight,twˈɪnaɪt,assets_small\twinight.wav
twirpy,twˈɜːpi,assets_small\twirpy.wav
twangler,twˈæŋɡlɚ,assets_small\twangler.wav
twaddles,twˈɑːdəlz,assets_small\twaddles.wav
twerpy,twˈɜːpi,assets_small\twerpy.wav
tweedlers,twˈiːdlɚz,assets_small\tweedlers.wav
twitchings,twˈɪtʃɪŋz,assets_small\twitchings.wav
twalpenny,twˈɔlpɛni,assets_small\twalpenny.wav
tyranny,tˈɪɹəni,assets_small\tyranny.wav
typhlitis,taɪflˈaɪɾɪs,assets_small\typhlitis.wav
tyned,tˈaɪnd,assets_small\tyned.wav
tylectomy,taɪlˈɛktəmi,assets_small\tylectomy.wav
tyrannousnesses,tˈɪɹɐnˌaʊsnəsᵻz,assets_small\tyrannousnesses.wav
tylers,tˈaɪlɚz,assets_small\tylers.wav
tylosin,tˈaɪləsˌɪn,assets_small\tylosin.wav
tyranting,tˈaɪɹəntɪŋ,assets_small\tyranting.wav
tychism,tˈɪtʃɪzəm,assets_small\tychism.wav
tziganies,tˈiːzˈɪɡəniz,assets_small\tziganies.wav
tzitzith,tˈiːzˈɪtsɪθ,assets_small\tzitzith.wav
tzimmeses,tˈiːzˈɪmɪsˌiːz,assets_small\tzimmeses.wav
tzaddiqs,tˈiːzˈædɪkz,assets_small\tzaddiqs.wav
tzaddis,tˈiːzˈædiz,assets_small\tzaddis.wav
tzitzit,tˈiːzˈɪtsɪt,assets_small\tzitzit.wav
tzigany,tˈiːzˈɪɡəni,assets_small\tzigany.wav
tziganes,tˈiːzˈɪɡeɪnz,assets_small\tziganes.wav
tzarist,tsˈɑːɹɹɪst,assets_small\tzarist.wav
uakari,jˌuːɐkˈɑːɹɹi,assets_small\uakari.wav
uakaris,jˌuːɐkˈɑːɹɹɪs,assets_small\uakaris.wav
ubiquitinations,jˌuːbɪkwˌɪtᵻnˈeɪʃənz,assets_small\ubiquitinations.wav
ubiquitary,jˈuːbɪkwətˌɛɹi,assets_small\ubiquitary.wav
ubiquarian,jˌuːbɪkwˈɛɹiən,assets_small\ubiquarian.wav
ubiety,jˈuːbˈaɪəɾi,assets_small\ubiety.wav
uberous,jˈuːbɚɹəs,assets_small\uberous.wav
ubiquities,juːbˈɪkwᵻɾiz,assets_small\ubiquities.wav
uberties,jˈuːbɚɾiz,assets_small\uberties.wav
ubiquitously,juːbˈɪkwɪɾəsli,assets_small\ubiquitously.wav
ubuntu,uːbˈuːntuː,assets_small\ubuntu.wav
uckers,ˈʌkɚz,assets_small\uckers.wav
udons,jˈuːdɑːnz,assets_small\udons.wav
udometric,jˌuːdoʊmˈɛtɹɪk,assets_small\udometric.wav
udometer,juːdˈɑːmɪɾɚ,assets_small\udometer.wav
udderful,ˈʌdɚfəl,assets_small\udderful.wav
udaller,jˈuːdɔːlɚ,assets_small\udaller.wav
udallers,jˈuːdɔːlɚz,assets_small\udallers.wav
uddered,ˈʌdɚd,assets_small\uddered.wav
udometers,juːdˈɑːmɪɾɚz,assets_small\udometers.wav
udometries,juːdˈɑːmətɹiz,assets_small\udometries.wav
ufological,jˌuːfəlˈɑːdʒɪkəl,assets_small\ufological.wav
ufology,juːfˈɑːlədʒi,assets_small\ufology.wav
ufologist,juːfˈɑːlədʒˌɪst,assets_small\ufologist.wav
ufologists,juːfˈɑːlədʒˌɪsts,assets_small\ufologists.wav
ufologies,juːfˈɑːlədʒiz,assets_small\ufologies.wav
uglifying,ˈʌɡlᵻfˌaɪɪŋ,assets_small\uglifying.wav
uglify,ˈʌɡlᵻfˌaɪ,assets_small\uglify.wav
uglinesses,ˈʌɡlaɪnəsᵻz,assets_small\uglinesses.wav
ugged,ˈʌɡd,assets_small\ugged.wav
ugsomeness,ˈʌɡsʌmnəs,assets_small\ugsomeness.wav
uglified,ˈʌɡlᵻfˌaɪd,assets_small\uglified.wav
ugsomenesses,ˈʌɡsoʊmnəsᵻz,assets_small\ugsomenesses.wav
uglifiers,ˈʌɡlɪfˌaɪɚz,assets_small\uglifiers.wav
uglifier,ˈʌɡlɪfˌaɪɚ,assets_small\uglifier.wav
uhurus,jˈuːhjʊɹɹəs,assets_small\uhurus.wav
uhlans,ˈuːlənz,assets_small\uhlans.wav
uhlan,ˈuːlən,assets_small\uhlan.wav
uhuru,jˈuːhjʊɹɹˌuː,assets_small\uhuru.wav
uillean,jˈuːɪlˌiən,assets_small\uillean.wav
uintaite,jˈuːɪntˌeɪt,assets_small\uintaite.wav
uintathere,jˈuːɪntˌæðɚ,assets_small\uintathere.wav
uitlanders,jˈuːɪtləndɚz,assets_small\uitlanders.wav
uintahites,jˈuːɪntˌæhaɪts,assets_small\uintahites.wav
uintatheres,jˈuːɪntˌæðɚz,assets_small\uintatheres.wav
uintahite,jˈuːɪntˌæhaɪt,assets_small\uintahite.wav
uintaites,jˈuːɪntˌeɪts,assets_small\uintaites.wav
uitlander,jˈuːɪtləndɚ,assets_small\uitlander.wav
ujamaa,jˈuːdʒɐmˌɑː,assets_small\ujamaa.wav
ujamaas,jˈuːdʒɐmˌɑːz,assets_small\ujamaas.wav
ukulele,jˌuːkəlˈeɪli,assets_small\ukulele.wav
ukuleles,jˌuːkəlˈeɪliz,assets_small\ukuleles.wav
ukelele,jˈuːkɪlˌɛl,assets_small\ukelele.wav
ukases,jˈuːkeɪsᵻz,assets_small\ukases.wav
ukase,jˈuːkeɪs,assets_small\ukase.wav
ukeleles,jˈuːkɪlˌɛlz,assets_small\ukeleles.wav
ultrarapid,ˌʊltɹɐɹˈæpɪd,assets_small\ultrarapid.wav
ultimately,ˈʌltᵻmətli,assets_small\ultimately.wav
ultrachic,ˌʊltɹˈækɪk,assets_small\ultrachic.wav
ultraroyalists,ˌʊltɹɐɹˈɔɪəlˌɪsts,assets_small\ultraroyalists.wav
ultramarathoner,ˌʊltɹɐmˈæɹɐθˌoʊnɚ,assets_small\ultramarathoner.wav
ultracrepidated,ˌʊltɹɐkɹˈɛpᵻdˌeɪɾᵻd,assets_small\ultracrepidated.wav
ultrasophisticated,ˌʊltɹɐsəfˈɪstᵻkˌeɪɾᵻd,assets_small\ultrasophisticated.wav
ultraheats,ˌʊltɹɐhˈiːts,assets_small\ultraheats.wav
ulcered,ˈʌlsɚd,assets_small\ulcered.wav
umbrello,ʌmbɹˈɛloʊ,assets_small\umbrello.wav
umped,ˈʌmpt,assets_small\umped.wav
umlauting,ˈʌmlɔːɾɪŋ,assets_small\umlauting.wav
umbrelloes,ʌmbɹˈɛloʊz,assets_small\umbrelloes.wav
umbellate,ˈʌmbɪlˌeɪt,assets_small\umbellate.wav
umbellifer,ˈʌmbɪlˌaɪfɚ,assets_small\umbellifer.wav
umpteen,ˈʌmptiːn,assets_small\umpteen.wav
umfazis,ʌmfˈɑːziz,assets_small\umfazis.wav
umbral,ˈʌmbɹəl,assets_small\umbral.wav
unknowableness,ʌnnˈoʊəbəlnəs,assets_small\unknowableness.wav
uncages,ʌŋkˈeɪdʒᵻz,assets_small\uncages.wav
unknowingly,ʌnnˈoʊɪŋli,assets_small\unknowingly.wav
unsweet,ʌnswˈiːt,assets_small\unsweet.wav
unstress,ʌnstɹˈɛs,assets_small\unstress.wav
unchurched,ʌntʃˈɜːtʃt,assets_small\unchurched.wav
unluxurious,ʌnlʌɡʒˈʊɹɹiəs,assets_small\unluxurious.wav
undue,ʌndˈuː,assets_small\undue.wav
unbottling,ʌnbˈɑːɾəlɪŋ,assets_small\unbottling.wav
upthundering,ˈʌpθəndɚɹɪŋ,assets_small\upthundering.wav
upbears,ʌpbˈɛɹz,assets_small\upbears.wav
uphangs,ʌphˈæŋz,assets_small\uphangs.wav
upturnings,ˈʌptɜːnɪŋz,assets_small\upturnings.wav
upreached,ˈʌpɹiːtʃt,assets_small\upreached.wav
upcatching,ʌpkˈætʃɪŋ,assets_small\upcatching.wav
upgradability,ʌpɡɹˌeɪdəbˈɪlᵻɾi,assets_small\upgradability.wav
upwellings,ˈʌpwəlɪŋz,assets_small\upwellings.wav
upfront,ˈʌpfɹʌnt,assets_small\upfront.wav
urodynamics,jˌʊɹɹədaɪnˈæmɪks,assets_small\urodynamics.wav
urticarial,ˌɜːɾɪkˈɛɹɪəl,assets_small\urticarial.wav
urobilinogen,jˈʊɹɹəbˌɪlɪnədʒən,assets_small\urobilinogen.wav
uraeus,jˈʊɹɹiːəs,assets_small\uraeus.wav
urates,jˈʊɹɹeɪts,assets_small\urates.wav
urare,jˈʊɹɹɛɹ,assets_small\urare.wav
urethras,jʊɹɹˈiːθɹəz,assets_small\urethras.wav
urnfuls,ˈɜːnfəlz,assets_small\urnfuls.wav
urticaria,ˌɜːɾɪkˈɛɹiə,assets_small\urticaria.wav
usable,jˈuːzəbəl,assets_small\usable.wav
usances,jˈuːzənsᵻz,assets_small\usances.wav
usquebaugh,ˈʌskwɪbˌɔː,assets_small\usquebaugh.wav
usucapting,jˈuːzuːkˌæptɪŋ,assets_small\usucapting.wav
ustions,ˈʌstʃənz,assets_small\ustions.wav
usward,ˈʌswɚd,assets_small\usward.wav
useablenesses,jˈuːzəbəlnəsᵻz,assets_small\useablenesses.wav
usherings,ˈʌʃɚɹɪŋz,assets_small\usherings.wav
usufructs,jˈuːzəfɹˌʌkts,assets_small\usufructs.wav
utopian,juːtˈoʊpiən,assets_small\utopian.wav
utriculitises,jˈuːtɹɪkjˌʊlɪtˌaɪzᵻz,assets_small\utriculitises.wav
utriculate,juːtɹˈɪkjʊlˌeɪt,assets_small\utriculate.wav
utopists,jˈuːɾəpˌɪsts,assets_small\utopists.wav
utterer,ˈʌɾɚɹɚ,assets_small\utterer.wav
utilisable,jˈuːɾəlˌaɪzəbəl,assets_small\utilisable.wav
utopianisers,jˈuːɾoʊpˌiənaɪzɚz,assets_small\utopianisers.wav
utopisms,jˈuːɾoʊpˌɪzəmz,assets_small\utopisms.wav
utilizer,jˈuːɾəlˌaɪzɚ,assets_small\utilizer.wav
uvular,jˈuːvjʊlɚ,assets_small\uvular.wav
uveitic,juːvˈeɪɾɪk,assets_small\uveitic.wav
uveitises,jˈuːveɪtˌaɪzᵻz,assets_small\uveitises.wav
uvulae,jˈuːvjʊlˌiː,assets_small\uvulae.wav
uvula,jˈuːvjʊlə,assets_small\uvula.wav
uvulitises,jˈuːvjʊlˌɪɾaɪzᵻz,assets_small\uvulitises.wav
uveitis,jˈuːveɪɾiz,assets_small\uveitis.wav
uvulitis,jˌuːvjʊlˈaɪɾɪs,assets_small\uvulitis.wav
uvulars,jˈuːvjʊlɚz,assets_small\uvulars.wav
uxoricidal,ˌʌksoːɹɪsˈaɪdəl,assets_small\uxoricidal.wav
uxoricide,ʌksˈoːɹɪsˌaɪd,assets_small\uxoricide.wav
uxorial,ʌksˈoːɹɪəl,assets_small\uxorial.wav
uxorilocal,ˈʌksoːɹˌɪlɑːkəl,assets_small\uxorilocal.wav
uxoriously,ʌksˈoːɹiəsli,assets_small\uxoriously.wav
uxoriousness,ʌksˈoːɹiəsnəs,assets_small\uxoriousness.wav
uxorially,ʌksˈoːɹɪəli,assets_small\uxorially.wav
uxoriousnesses,ʌksˈoːɹiəsnəsᵻz,assets_small\uxoriousnesses.wav
uxoricides,ʌksˈoːɹɪsˌaɪdz,assets_small\uxoricides.wav
vanguardism,vˈæŋɡɑːɹdˌɪzəm,assets_small\vanguardism.wav
vaultier,vˈɔltiɚ,assets_small\vaultier.wav
variegates,vˈɛɹɪɡˌeɪts,assets_small\variegates.wav
valvulitises,vˈælvjʊlˌɪɾaɪzᵻz,assets_small\valvulitises.wav
vaporettos,vˌeɪpoːɹˈɛɾoʊz,assets_small\vaporettos.wav
vainer,vˈeɪnɚ,assets_small\vainer.wav
vacationist,veɪkˈeɪʃənˌɪst,assets_small\vacationist.wav
vacationland,veɪkˈeɪʃənlənd,assets_small\vacationland.wav
varietally,vˈɛɹaɪəɾəli,assets_small\varietally.wav
vexillate,vˈɛksɪlˌeɪt,assets_small\vexillate.wav
vexillologic,vˌɛksɪləlˈɑːdʒɪk,assets_small\vexillologic.wav
ventriloquism,vɛntɹˈɪləkwˌɪzəm,assets_small\ventriloquism.wav
veery,vˈɪɹi,assets_small\veery.wav
veining,vˈeɪnɪŋ,assets_small\veining.wav
vertebrates,vˈɜːɾɪbɹˌeɪts,assets_small\vertebrates.wav
velocimeters,vələsˈɪmᵻɾɚz,assets_small\velocimeters.wav
veiliest,vˈeɪliɪst,assets_small\veiliest.wav
velaria,vɛlˈɛɹiə,assets_small\velaria.wav
vivisecting,vˈɪvɪsˌɛktɪŋ,assets_small\vivisecting.wav
visualizations,vˌɪʒuːəlᵻzˈeɪʃənz,assets_small\visualizations.wav
virilism,vˈɪɹəlˌɪzəm,assets_small\virilism.wav
villanages,vˈɪlɐnɪdʒᵻz,assets_small\villanages.wav
viperously,vˈaɪpɚɹəsli,assets_small\viperously.wav
vizirs,vˈɪzɪɹz,assets_small\vizirs.wav
vitiates,vˈɪʃɪˌeɪts,assets_small\vitiates.wav
viciously,vˈɪʃəsli,assets_small\viciously.wav
virinos,vɪɹˈiːnoʊz,assets_small\virinos.wav
vlogging,vˈiːlˈɔɡɪŋ,assets_small\vlogging.wav
vloggings,vˈiːlˈɔɡɪŋz,assets_small\vloggings.wav
vloggers,vˈiːlˈɔɡɚz,assets_small\vloggers.wav
vlogger,vˈiːlˈɔɡɚ,assets_small\vlogger.wav
vleis,vˈiːlˈeɪz,assets_small\vleis.wav
vlies,vˈiːlˈaɪz,assets_small\vlies.wav
vlogs,vˈiːlˈɔɡz,assets_small\vlogs.wav
votiveness,vˈoʊɾɪvnəs,assets_small\votiveness.wav
vocalising,vˈoʊkəlˌaɪzɪŋ,assets_small\vocalising.wav
vocalions,voʊkˈæliənz,assets_small\vocalions.wav
vogues,vˈoʊɡz,assets_small\vogues.wav
voltage,vˈoʊltɪdʒ,assets_small\voltage.wav
volving,vˈɑːlvɪŋ,assets_small\volving.wav
voragoes,voːɹˈeɪɡoʊz,assets_small\voragoes.wav
volvulus,vˈɑːlvjʊləs,assets_small\volvulus.wav
vowelize,vˈaʊəlˌaɪz,assets_small\vowelize.wav
vrous,vɹˈuːz,assets_small\vrous.wav
vraickings,vɹˈeɪkɪŋz,assets_small\vraickings.wav
vraisemblance,vɹˈeɪzɛmbləns,assets_small\vraisemblance.wav
vrows,vɹˈoʊz,assets_small\vrows.wav
vraic,vɹˈeɪɪk,assets_small\vraic.wav
vrooming,vɹˈuːmɪŋ,assets_small\vrooming.wav
vroomed,vɹˈuːmd,assets_small\vroomed.wav
vrils,vɹˈɪlz,assets_small\vrils.wav
vraicker,vɹˈeɪkɚ,assets_small\vraicker.wav
vulsellum,vˈʌlsələm,assets_small\vulsellum.wav
vulnerably,vˈʌlnɚɹəbli,assets_small\vulnerably.wav
vulguses,vˈʌlɡjuːsᵻz,assets_small\vulguses.wav
vulgate,vˈʌlɡeɪt,assets_small\vulgate.wav
vulgarism,vˈʌlɡɚɹˌɪzəm,assets_small\vulgarism.wav
vulcanites,vˈʌlkɐnˌaɪts,assets_small\vulcanites.wav
vulgarize,vˈʌlɡɚɹˌaɪz,assets_small\vulgarize.wav
vulns,vˈʌlnz,assets_small\vulns.wav
vulvae,vˈʌlviː,assets_small\vulvae.wav
vying,vˈaɪɪŋ,assets_small\vying.wav
vyingly,vˈaɪɪŋli,assets_small\vyingly.wav
vyings,vˈaɪɪŋz,assets_small\vyings.wav
watchcase,wˈɑːtʃkeɪs,assets_small\watchcase.wav
warbonnet,wˈɔːɹbɑːnɪt,assets_small\warbonnet.wav
wailing,wˈeɪlɪŋ,assets_small\wailing.wav
waterpoxes,wˈɔːɾɚpˌɑːksᵻz,assets_small\waterpoxes.wav
waliest,wˈeɪliɪst,assets_small\waliest.wav
warding,wˈɔːɹdɪŋ,assets_small\warding.wav
wavily,wˈeɪvili,assets_small\wavily.wav
warts,wˈɔːɹts,assets_small\warts.wav
waffled,wˈɑːfəld,assets_small\waffled.wav
wedelning,wˈɛdɛlnɪŋ,assets_small\wedelning.wav
weeded,wˈiːdᵻd,assets_small\weeded.wav
wedgie,wˈɛdʒi,assets_small\wedgie.wav
wedel,wˈɛdəl,assets_small\wedel.wav
weighty,wˈeɪɾi,assets_small\weighty.wav
westernizes,wˈɛstɚnˌaɪzᵻz,assets_small\westernizes.wav
wedeled,wˈɛdəld,assets_small\wedeled.wav
wetting,wˈɛɾɪŋ,assets_small\wetting.wav
webwork,wˈɛbwɜːk,assets_small\webwork.wav
whity,wˈaɪɾi,assets_small\whity.wav
whetstones,wˈɛtstoʊnz,assets_small\whetstones.wav
whereafter,wɛɹˈæftɚ,assets_small\whereafter.wav
wholesome,hˈoʊlsʌm,assets_small\wholesome.wav
whoredoms,hˈoːɹdəmz,assets_small\whoredoms.wav
whirs,wˈɜːz,assets_small\whirs.wav
whitiest,wˈaɪɾiɪst,assets_small\whitiest.wav
whittret,wˈɪtɹɪt,assets_small\whittret.wav
whitewoods,wˈaɪtwʊdz,assets_small\whitewoods.wav
wiseness,wˈaɪznəs,assets_small\wiseness.wav
